CODE, DESCRIPTION ,Brand,MODEL,CATEGORY,SUB_CATAGORY,START_YEAR,END_YEAR,OEM,PCS,NW,GW,M3,PRICE,MODE_SERIES,FRONT_BACK,LOCATION,REVIEWS,YEARS_ACCEPTED,IMAGE_NAME,unique_id
IZG061U NA,GRILLE UPPER BKG/ CP MOULDING SPARK / V CROSS SETS 2 PCS,Isuzu,D-MAX,Bumpers and Grilles,Grille,2019,2021,8-97551-293-2,1,4.742623694,18.85447564,0.163471584,57.87,6.0,Front,Single Part,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}, {""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}]","[2019, 2020, 2021]",,245
IZG061 SA,GRILLE UPPER-LOWER BKG/CP MOULDING,Isuzu,D-MAX,Bumpers and Grilles,Grille,2019,2019,YHCC-Z1VYV-DR,1,0.802537914,2.409797863,0.112363999,56.66,6.0,Front,Set,"[{""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}, {""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]",[2019],ISUZU_D-MAX_V-CROSS_2019-2021__HI-LANDER_2019-2021_GRILLE_UPPER-LOWER_BKGCP_MOULDIN.jpeg,246
IZG061U NA,GRILLE UPPER BKG/ CP MOULDING SPARK /,Isuzu,D-MAX,Bumpers and Grilles,Grille,2019,2019,97551-293-2,1,6.839830422,4.576651172,0.165872516,71.18,6.0,Front,Single Part,"[{""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}]",[2019],,247
FDFC087 LB,FOG LAMP COVER W/O HOLE W/DRL LH,Ford,RANGER,Exterior Lighting and Signals,Fog Lamp Base/ Cover,2022,2022,3GWL-TXGNS-D1,1,4.645090213,18.1773558,0.884937837,40.34,8.0,Front,Center,"[{""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]",[2022],,248
FDFC087 RB,FOG LAMP COVER W/O HOLE W/DRL RH,Ford,RANGER,Exterior Lighting and Signals,Fog Lamp Base/ Cover,2022,2022,2AXX-0JP9T-21,1,2.571495411,5.752698603,0.948609164,61.55,8.0,Front,Right Side,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}]",[2022],,249
FDG087 NB,GRILLE GY/BK SPORT,Ford,RANGER,Bumpers and Grilles,Grille,2022,2022,N1WZ-8C-324DJ,1,7.727501286,12.27145536,0.398480522,66.07,8.0,Front,Single Part,"[{""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}, {""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}]",[2022],,250
DGB015 NA,FRONT BUMPER SRT,Dodge,CHARGER,Bumpers and Grilles,Bumper,2015,2023,5PP39TZZAC/AE,1,19.05346367,2.664945155,0.147781754,205.5,1.0,Front,Single Part,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}]","[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",,251
IZB063 NA,FRONT BUMPER BK 2 SMALL FOG LAMP,Isuzu,D-MAX,Bumpers and Grilles,Bumper,2019,2019,97550-937-2,1,3.447929187,3.480293879,0.06165909,410.2,6.0,Front,Single Part,"[{""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}, {""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}, {""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}]",[2019],,252
IZIF063 LA,FRONT INNER FENDER LH BIG V-CROSS,Isuzu,D-MAX,Exterior Body Panels,Inner Fender,2019,2019,98356-212-1,20,9.191701832,10.28033969,0.050096225,186.8,6.0,Front,Left,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]",[2019],,253
IZIF063 RA,FRONT INNER FENDER RH BIG V- CROSS,Isuzu,D-MAX,Exterior Body Panels,Inner Fender,2019,2019,98356-210-1,20,9.515536961,8.630639204,0.05121598,64.54,6.0,Front,Right Side,"[{""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]",[2019],,254
FDFF089 SA,FENDER FLARE 6 PCS SETS,Ford,RANGER,Accessories and Ornamental,Fender Flare,2022,2022,AFEU-ZDUU8-Y1,1,1.262457737,7.26968344,0.239718485,56.69,8.0,Front,Set,"[{""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}, {""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}]",[2022],,255
FDFC089 LC,FOG LAMP COVER W/HOLE & DRL LH,Ford,RANGER,Exterior Lighting and Signals,Fog Lamp Base/ Cover,2022,2022,W5H0-0G71E-SL,1,7.955819562,2.503844078,1.319372834,73.29,8.0,Front,Center,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}]",[2022],FORD_RANGER_2022_WILDTRAK_FOG_LAMP_COVER_WHOLE_&_DRL.jpeg,256
FDFC089 RC,FOG LAMP COVER W/HOLE & DRL RH,Ford,RANGER,Exterior Lighting and Signals,Fog Lamp Base/ Cover,2022,2022,ESRD-JLB8H-7W,1,0.331836942,9.343569487,0.048541943,75.45,8.0,Front,Right Side,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]",[2022],FORD_RANGER_2022_WILDTRAK_FOG_LAMP_COVER_WHOLE_&_DRL.jpeg,257
FDFC089 LB,FOG LAMP COVER W/HOLE LH,Ford,RANGER,Exterior Lighting and Signals,Fog Lamp Base/ Cover,2022,2022,VVUK-AFUF1-NN,1,1.397150122,8.166500628,0.669751039,37.4,8.0,Front,Center,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]",[2022],FORD_BANTAM_2009-2010_FOG_LAMP_COVER_WHOLE_.jpeg,258
FDFC089 RB,FOG LAMP COVER W/HOLE RH,Ford,RANGER,Exterior Lighting and Signals,Fog Lamp Base/ Cover,2022,2022,C983-RPZGB-JN,1,14.0374253,3.141593788,2.439041923,65.03,8.0,Front,Right Side,"[{""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}, {""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}]",[2022],FORD_BANTAM_2009-2010_FOG_LAMP_COVER_WHOLE_.jpeg,259
FDFL089 SA,FOG LAMP SETS,Ford,RANGER,Exterior Lighting and Signals,Fog Lamp/ Front Lamp,2022,2022,Z02R-AISAK-DE,1,1.508769673,1.539650288,1.354116951,149.94,8.0,Front,Left,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}]",[2022],,260
FDB089 SA,FR BUMPER W/MOULDING& LWR PANEL 3 IN 1,Ford,RANGER,Bumpers and Grilles,Bumper,2022,2022,5YSH-PA6KK-MC,1,6.737620082,13.43783574,0.344633083,174.39,8.0,Front,Set,"[{""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}, {""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}]",[2022],,261
FDB089 CA,FRONT BUMPER COVER BIG,Ford,RANGER,Bumpers and Grilles,Bumper,2022,2022,5V42-UP5NS-G6,1,2.340211437,8.929424004,0.431545135,117.46,8.0,Front,Center,"[{""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}]",[2022],FORD_RANGER_2022_WILDTRAK_FRONT_BUMPER_COVER_BIG.jpeg,262
FDP089 LA,FRONT BUMPER LOWER PANEL,Ford,RANGER,Accessories and Ornamental,Valance Panel,2022,2022,ZYAK-HMKHB-BI,1,12.76825456,28.17800871,0.427500479,103.1,8.0,Front,Left,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}]",[2022],FORD_FIESTA_4_DOOR_2009-2010_F._BUMPER_LOWER_PANEL.jpeg,263
FDP089 LB,FRONT BUMPER LOWER STRIP,Ford,RANGER,Accessories and Ornamental,Valance Panel,2022,2022,4UD9-1QWZ7-M1,1,14.39515602,7.759800607,1.21180607,153.03,8.0,Front,Left,"[{""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}, {""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}]",[2022],,264
FDB085 NA,FRONT BUMPER W/FINISHER & LOWER PANEL,Ford,RANGER,Bumpers and Grilles,Bumper,2019,2019,UOOF-IJH25-NA,1,4.033324152,5.311617941,0.060268144,476.1,8.0,Front,Single Part,"[{""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}, {""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}, {""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}]",[2019],FORD_ECOSPORT_2013-2016_BUMPER_FINISHER_MOULDING_LOWER.jpeg,265
FDG085 NA,GRILLE CP/BK,Ford,RANGER,Bumpers and Grilles,Grille,2018,2019,JB3Z-8C-324DA,2,5.797711729,5.718808261,0.183970542,77.31,8.0,Front,Single Part,"[{""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}]","[2018, 2019]",FORD_RANGER_2018_GRILLE_CPBK.jpeg,266
FDG085 NB,GRILLE GYM/BK,Ford,RANGER,Bumpers and Grilles,Grille,2018,2019,JB3Z8C324DA,2,6.234459607,5.407294508,0.107463888,86.0,8.0,Front,Single Part,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}]","[2018, 2019]",,267
FDG089 NA,GRILLE GYM/BK,Ford,RANGER,Bumpers and Grilles,Grille,2022,2022,MTCP-W8214-0S,1,1.106143099,13.50690915,0.9868689,60.17,8.0,Front,Single Part,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}]",[2022],,268
FDHL089 LA,HEAD LAMP HIGH SPEC LH,Ford,RANGER,Accessories and Ornamental,Hood Ledge,2022,2022,N1WZ-13-008DQ,1,8.410190995,5.168664929,2.561785341,86.99,8.0,Front,Left,"[{""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}]",[2022],,269
FDHL089 RH,HEAD LAMP HIGH SPEC RH,Ford,RANGER,Accessories and Ornamental,Hood Ledge,2022,2022,N1WZ-13-008DP,1,6.832696844,6.914429344,0.285616411,67.99,8.0,Front,Right Side,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}]",[2022],,270
